ปี,เทอม,รหัสวิชา,ชื่อไทย,รหัสกลุ่ม,ชื่อภาษาอังกฤษ,ภาควิชา,หน่วยกิต,รายละเอียดวัน-เวลา-ห้องเรียน-อาคาร-ประเภทการสอน,รายละเอียดวิชา,เงื่อนไขรายวิชา,อาจารย์,สอบกลางภาค,สอบปลายภาค,หมายเหตุ,อ้างอิง
2567,2,516351-2560,การวิเคราะห์คุณภาพน้ำและน้ำเสีย,1,WATER AND WASTEWATER QUALITY ANALYSIS,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",4 (2-6-4),"เรียนทั้งหมด 3 คาบดังนี้ วัน : จันทร์ _ เวลา : 10:20-12:05 _ ห้องเรียน : 4206 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี), วัน : อังคาร _ เวลา : 13:00-15:40 _ ห้องเรียน : 4516 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lab(ปฏิบัติ), วัน : พฤหัสบดี _ เวลา : 13:00-15:40 _ ห้องเรียน : 4516 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lab(ปฏิบัติ)",เทคนิคการเก็บตัวอย่าง การวิเคราะห์คุณภาพน้ำทางกายภาพ เคมีและชีวภาพ การติดตามตรวจสอบคุณภาพน้ำและน้ำเสีย การควบคุมคุณภาพในการวิเคราะห์มีการศึกษานอกสถานที่,"นักศึกษาต้องสอบผ่านวิชาที่มี ['513231-2560', ' และรหัสวิชา 516200-2560']",อาจารย์ ดร.สิริพร บริรักวิสิฐศักดิ์รองศาสตราจารย์ ดร.พรทิพย์ ศรีแดงรองศาสตราจารย์ ดร.มัลลิกา ปัญญาคะโปอาจารย์ ดร.ดาวรุ่ง สังข์ทองอาจารย์ ดร.อุมารัจน์ สันติสุขเกษมอาจารย์ ดร.พชรพล อินทุเวศ,20 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร วิทย์1 ห้อง 1238 ว.1,25 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับของสาขาแวดล้อมปี4-8,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109094&acadyear=2567&semester=2&avs279655917=2361
2567,2,516380-165,อาชีวอนามัยและความปลอดภัย,1,OCCUPATIONAL HEALTH AND SAFETY,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",3 (2-2-5),เรียนทั้งหมด 1 คาบดังนี้ วัน : จันทร์ _ เวลา : 13:00-15:40 _ ห้องเรียน : 4319 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),ความรู้พื้นฐานทางด้านอาชีวอนามัยและความปลอดภัย และอนามัยสิ่งแวดล้อม สุขภาพของบุคคลที่สัมพันธ์กับสิ่งแวดล้อมในสถานประกอบการ กฎหมายและข้อบังคับ พิษวิทยาทางอุตสาหกรรมและความปลอดภัยในสถานประกอบการ การจำแนกชนิดของโรคที่เกิดจากการทำงาน สาเหตุที่ทำให้เกิดโรค โดยเน้น มลพิษทางอากาศ แสง เสียง ความร้อน และภาวะความเครียดเนื่องจากสภาพการทำงาน การยศาสตร์และจิตวิทยาอุตสาหกรรม การตรวจติดตามทางอาชีวอนามัยด้านมลพิษทางอากาศ แสง เสียง ความร้อน และมลสารทางอากาศ  การวัดและการประเมินทางสุขศาสตร์อุตสาหกรรม เทคโนโลยีการควบคุมและสุขศาสตร์อุตสาหกรรม การปฐมพยาบาลเบื้องต้น การจัดทำแผนฉุกเฉิน การควบคุม และการซ้อมเหตุฉุกเฉินมีการศึกษานอกสถานที่,นักศึกษาต้องสอบผ่านวิชาที่มี ['516200-165'],ผู้ช่วยศาสตราจารย์ ดร.ปฏิกร ศรีภิรมย์,22 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร วิทย์1 ห้อง 1240 ว.1,26 มี.ค. 2568 เวลา 09:00 - 12:00 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับของสาขาแวดล้อมปี3,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=130430&acadyear=2567&semester=2&avs279655917=2362
2567,2,516380-2560,อาชีวอนามัยและความปลอดภัย,1,OCCUPATIONAL HEALTH AND SAFETY,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",3 (3-0-6),เรียนทั้งหมด 1 คาบดังนี้ วัน : จันทร์ _ เวลา : 13:00-15:40 _ ห้องเรียน : 4319 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),สุขภาพของบุคคลที่สัมพันธ์กับสิ่งแวดล้อมในสถานประกอบการ แนวคิดทั่วไปของพิษวิทยาทางอุตสาหกรรมและความปลอดภัยในสถานประกอบการ การจำแนกชนิดของโรคที่เกิดจากการทำงาน สาเหตุที่ทำให้เกิดโรค โดยเน้น  มลพิษทางอากาศ องค์ประกอบทางกายภาพและภาวะความเครียดเนื่องจากสภาพการทำงาน การป้องกันและควบคุมอันตรายที่มีผลต่อสุขภาพมีการศึกษานอกสถานที่,นักศึกษาต้องสอบผ่านวิชาที่มี ['516200-2560'],ผู้ช่วยศาสตราจารย์ ดร.ปฏิกร ศรีภิรมย์,22 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร วิทย์1 ห้อง 1240 ว.1,26 มี.ค. 2568 เวลา 09:00 - 12:00 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับเลือกของสาขาแวดล้อมปี4-8,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109096&acadyear=2567&semester=2&avs279655917=2363
2567,2,516390-165,การประเมินผลกระทบสิ่งแวดล้อม,1,ENVIRONMENTAL IMPACT ASSESSMENT,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",3 (3-0-6),เรียนทั้งหมด 1 คาบดังนี้ วัน : พุธ _ เวลา : 09:25-12:05 _ ห้องเรียน : 4204 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),จรรยาบรรณวิชาชีพ ที่มาและความหมายของการประเมินผลกระทบสิ่งแวดล้อม เกณฑ์ทั่วไปของการประเมินผลกระทบสิ่งแวดล้อม กฎหมายและกฎระเบียบการประเมินผลกระทบสิ่งแวดล้อมของไทย วิธีการศึกษา และ การจัดทำรายงานการประเมินผลกระทบสิ่งแวดล้อมและสุขภาพ การกำหนดขอบเขต การประเมิน และวิเคราะห์นัยสำคัญผลกระทบสิ่งแวดล้อม เกณฑ์กำหนดมาตรการป้องกัน แก้ไข และติดตามตรวจสอบผลกระทบสิ่งแวดล้อม การมีส่วนร่วมชุมชน การปฏิบัติตามมาตรการป้องกัน แก้ไข และติดตามตรวจสอบผลกระทบสิ่งแวดล้อม และการประเมินผลการดำเนินโครงการตามรายงานการประเมินผลกระทบสิ่งแวดล้อม และสุขภาพ,นักศึกษาต้องสอบผ่านวิชาที่มี ['516200-165'],รองศาสตราจารย์ ดร.กนกพร สว่างแจ้ง,,26 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับของสาขาแวดล้อมปี3,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=130431&acadyear=2567&semester=2&avs279655917=2364
2567,2,516390-2560,การประเมินผลกระทบสิ่งแวดล้อม,1,ENVIRONMENTAL IMPACT ASSESSMENT,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",3 (3-0-6),เรียนทั้งหมด 1 คาบดังนี้ วัน : พุธ _ เวลา : 09:25-12:05 _ ห้องเรียน : 4204 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),จรรยาบรรณวิชาชีพ ที่มาและความหมายของการประเมินผลกระทบสิ่งแวดล้อม เกณฑ์ทั่วไปของการประเมินผลกระทบสิ่งแวดล้อม กฎหมายและกฎระเบียบการประเมินผลกระทบสิ่งแวดล้อมของไทย วิธีการศึกษา และ การจัดทำรายงานการประเมินผลกระทบสิ่งแวดล้อมและสุขภาพ การกำหนดขอบเขต การประเมิน และวิเคราะห์นัยสำคัญผลกระทบสิ่งแวดล้อม เกณฑ์กำหนดมาตรการป้องกัน แก้ไข และติดตามตรวจสอบผลกระทบสิ่งแวดล้อม การมีส่วนร่วมชุมชน การปฏิบัติตามมาตรการป้องกัน แก้ไข และติดตามตรวจสอบผลกระทบสิ่งแวดล้อม และการประเมินผลการดำเนินโครงการตามรายงานการประเมินผลกระทบสิ่งแวดล้อม และสุขภาพ,นักศึกษาต้องสอบผ่านวิชาที่มี ['516200-2560'],รองศาสตราจารย์ ดร.กนกพร สว่างแจ้ง,,26 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาบังคับของสาขาแวดล้อมปี4-8,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109102&acadyear=2567&semester=2&avs279655917=2365
2567,2,516411-165,การประเมินวัฏจักรชีวิต,1,LIFE CYCLE ASSESSMENT,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",3 (3-0-6),เรียนทั้งหมด 1 คาบดังนี้ วัน : พุธ _ เวลา : 13:55-16:35 _ ห้องเรียน : 4206 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),การคิดแบบวัฏจักรชีวิต กรอบวิธีการของการประเมินวัฏจักรชีวิตตามมาตรฐานไอเอสโอ การกำหนดเป้าหมายและขอบเขต การวิเคราะห์บัญชีรายการ การวิเคราะห์ผลกระทบ การแปลความหมาย การประยุกต์การประเมินวัฏจักรชีวิตสำหรับผลิตภัณฑ์หรือบริการ ชุดโปรแกรมการประเมินวัฏจักรชีวิตและฐานข้อมูล กรณีศึกษามีการศึกษานอกสถานที่,นักศึกษาต้องสอบผ่านวิชาที่มี ['516200-165'],อาจารย์ ดร.พัชราพร พงษ์พัฒน์,,,วิชาเลือกของสาขาแวดล้อมปี3,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=130433&acadyear=2567&semester=2&avs279655917=2366
2567,2,516411-2560,การประเมินวัฏจักรชีวิต,1,LIFE CYCLE ASSESSMENT,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",3 (3-0-6),เรียนทั้งหมด 1 คาบดังนี้ วัน : พุธ _ เวลา : 13:55-16:35 _ ห้องเรียน : 4206 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),การคิดแบบวัฏจักรชีวิต กรอบวิธีการของการประเมินวัฏจักรชีวิตตามมาตรฐาน  การกำหนดเป้าหมายและขอบเขต การวิเคราะห์บัญชีรายการ การวิเคราะห์ผลกระทบ การแปลความหมาย การประยุกต์การประเมินวัฏจักรชีวิตสำหรับผลิตภัณฑ์หรือบริการ ชุดโปรแกรมการประเมินวัฏจักรชีวิตและฐานข้อมูล กรณีศึกษามีการศึกษานอกสถานที่,นักศึกษาต้องสอบผ่านวิชาที่มี ['516200-2560'],อาจารย์ ดร.พัชราพร พงษ์พัฒน์,,,วิชาเลือกของสาขาแวดล้อมปี4-8,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109105&acadyear=2567&semester=2&avs279655917=2367
2567,2,516432-2560,การควบคุมมลพิษทางเสียงและความสั่นสะเทือน,1,NOISE POLLUTION AND VIBRATION CONTROLS,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",3 (3-0-6),เรียนทั้งหมด 1 คาบดังนี้ วัน : ศุกร์ _ เวลา : 13:00-15:40 _ ห้องเรียน : 4522 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),แบบจำลองทางคณิตศาสตร์ที่เกี่ยวข้องกับการควบคุมมลพิษทางเสียงและความสั่นสะเทือน การตรวจวัดและการประเมินเสียงและความสั่นสะเทือน การออกแบบ การใช้งาน และการตรวจสอบแก้ไขอุปกรณ์หรือเครื่องมือในการควบคุมเสียงและความสั่นสะเทือน,นักศึกษาต้องสอบผ่านวิชาที่มี ['516336-2560'],รองศาสตราจารย์ ดร.รัฐพล อ้นแฉ่ง,,,วิชาเลือกของสาขาแวดล้อมปี4-8,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109112&acadyear=2567&semester=2&avs279655917=2368
2567,2,516450-165,การบำบัดน้ำและน้ำเสีย,1,WATER AND WASTEWATER TREATMENT,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",3 (3-0-6),เรียนทั้งหมด 1 คาบดังนี้ วัน : อังคาร _ เวลา : 09:25-12:05 _ ห้องเรียน : 4205 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),แหล่งกำเนิดและลักษณะเฉพาะของน้ำและน้ำเสีย กฎหมายและข้อบังคับ ระบบท่อ เครื่องสูบน้ำและบ่อพักน้ำ การวัดอัตราการไหลของน้ำ ปฏิบัติการหน่วยบำบัดทางกายภาพ  กระบวนการหน่วยบำบัดทางเคมี  และกายภาพเคมี จุลินทรีย์และโครงสร้างประชากรจุลินทรีย์ในการบำบัดน้ำเสียด้วยวิธีทางชีวภาพ  กระบวนการหน่วยบำบัดทางชีวภาพ  การบำบัดและกำจัดกากตะกอน  การออกแบบ การเลือกระบบ และการควบคุมระบบ กรณีศึกษาระบบบำบัดน้ำ และระบบบำบัดน้ำเสียมีการศึกษานอกสถานที่,"นักศึกษาต้องสอบผ่านวิชาที่มี ['516350-165', ' และรหัสวิชา 516351-165', ' และรหัสวิชา ต้องเรียนวิชารหัส 516351-165 ไปพร้อมกัน']",อาจารย์ ดร.ดาวรุ่ง สังข์ทองรองศาสตราจารย์ ดร.มัลลิกา ปัญญาคะโปรองศาสตราจารย์ ดร.พรทิพย์ ศรีแดง,20 ม.ค. 2568 เวลา 13:00 - 16:00 อาคาร วิทย์1 ห้อง 1241 ว.1,28 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาเลือกของสาขาแวดล้อมปี3,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=130438&acadyear=2567&semester=2&avs279655917=2369
2567,2,516481-165,เรื่องคัดเฉพาะทางวิทยาศาสตร์สิ่งแวดล้อม,1,SELECTED TOPICS IN ENVIRONMENTAL SCIENCE,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",2 (2-0-4),เรียนทั้งหมด 1 คาบดังนี้ วัน : อาทิตย์ _ เวลา : 16:40-18:25 _ ห้องเรียน : กำหนดภายหลัง _ อาคาร : 0 _ ประเภทการสอน: Lecture(ทฤษฏี),เรื่องที่น่าสนใจทางวิทยาศาสตร์สิ่งแวดล้อมมีการศึกษานอกสถานที่,นักศึกษาต้องสอบผ่านวิชาที่มี [],อาจารย์ ดร.ดาวรุ่ง สังข์ทอง,,,วิชาเลือกของสาขาแวดล้อมตามรายชื่อ,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=130440&acadyear=2567&semester=2&avs279655917=2372
2567,2,516481-165,เรื่องคัดเฉพาะทางวิทยาศาสตร์สิ่งแวดล้อม,3,SELECTED TOPICS IN ENVIRONMENTAL SCIENCE,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",2 (2-0-4),เรียนทั้งหมด 1 คาบดังนี้ วัน : อาทิตย์ _ เวลา : 16:40-18:25 _ ห้องเรียน : 4433 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),เรื่องที่น่าสนใจทางวิทยาศาสตร์สิ่งแวดล้อมมีการศึกษานอกสถานที่,นักศึกษาต้องสอบผ่านวิชาที่มี [],ผู้ช่วยศาสตราจารย์ ดร.ปฏิกร ศรีภิรมย์,,,วิชาเลือกของสาขาแวดล้อมตามรายชื่อ,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=130440&acadyear=2567&semester=2&avs279655917=2372
2567,2,516481-2560,เรื่องคัดเฉพาะทางวิทยาศาสตร์สิ่งแวดล้อม,1,SELECTED TOPICS IN ENVIRONMENTAL SCIENCE,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",2 (2-0-4),เรียนทั้งหมด 1 คาบดังนี้ วัน : พุธ _ เวลา : 16:40-18:25 _ ห้องเรียน : 4522 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),เรื่องที่น่าสนใจทางวิทยาศาสตร์สิ่งแวดล้อมมีการศึกษานอกสถานที่,นักศึกษาต้องสอบผ่านวิชาที่มี [],อาจารย์ ดร.สิริพร บริรักวิสิฐศักดิ์,,,วิชาเลือกของสาขาแวดล้อมตามรายชื่อ,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109119&acadyear=2567&semester=2&avs279655917=2375
2567,2,516481-2560,เรื่องคัดเฉพาะทางวิทยาศาสตร์สิ่งแวดล้อม,3,SELECTED TOPICS IN ENVIRONMENTAL SCIENCE,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",2 (2-0-4),เรียนทั้งหมด 1 คาบดังนี้ วัน : อาทิตย์ _ เวลา : 16:40-18:25 _ ห้องเรียน : กำหนดภายหลัง _ อาคาร : 0 _ ประเภทการสอน: Lecture(ทฤษฏี),เรื่องที่น่าสนใจทางวิทยาศาสตร์สิ่งแวดล้อมมีการศึกษานอกสถานที่,นักศึกษาต้องสอบผ่านวิชาที่มี [],อาจารย์ ดร.อุมารัจน์ สันติสุขเกษม,,,วิชาเลือกของสาขาแวดล้อมตามรายชื่อ,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109119&acadyear=2567&semester=2&avs279655917=2375
2567,2,516481-2560,เรื่องคัดเฉพาะทางวิทยาศาสตร์สิ่งแวดล้อม,5,SELECTED TOPICS IN ENVIRONMENTAL SCIENCE,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",2 (2-0-4),เรียนทั้งหมด 1 คาบดังนี้ วัน : อาทิตย์ _ เวลา : 16:40-18:25 _ ห้องเรียน : กำหนดภายหลัง _ อาคาร : 0 _ ประเภทการสอน: Lecture(ทฤษฏี),เรื่องที่น่าสนใจทางวิทยาศาสตร์สิ่งแวดล้อมมีการศึกษานอกสถานที่,นักศึกษาต้องสอบผ่านวิชาที่มี [],ผู้ช่วยศาสตราจารย์ ดร.อังก์ศิริ ทิพยารมณ์,,,วิชาเลือกของสาขาแวดล้อมตามรายชื่อ,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109119&acadyear=2567&semester=2&avs279655917=2375
2567,2,516481-2560,เรื่องคัดเฉพาะทางวิทยาศาสตร์สิ่งแวดล้อม,6,SELECTED TOPICS IN ENVIRONMENTAL SCIENCE,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",2 (2-0-4),เรียนทั้งหมด 1 คาบดังนี้ วัน : อาทิตย์ _ เวลา : 16:40-18:25 _ ห้องเรียน : กำหนดภายหลัง _ อาคาร : 0 _ ประเภทการสอน: Lecture(ทฤษฏี),เรื่องที่น่าสนใจทางวิทยาศาสตร์สิ่งแวดล้อมมีการศึกษานอกสถานที่,นักศึกษาต้องสอบผ่านวิชาที่มี [],ผู้ช่วยศาสตราจารย์ ดร.ดิเรกฤทธิ์ บัวเวช,,,วิชาเลือกของสาขาแวดล้อมตามรายชื่อ,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109119&acadyear=2567&semester=2&avs279655917=2375
2567,2,516481-2560,เรื่องคัดเฉพาะทางวิทยาศาสตร์สิ่งแวดล้อม,8,SELECTED TOPICS IN ENVIRONMENTAL SCIENCE,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",2 (2-0-4),เรียนทั้งหมด 1 คาบดังนี้ วัน : อาทิตย์ _ เวลา : 16:40-18:25 _ ห้องเรียน : กำหนดภายหลัง _ อาคาร : 0 _ ประเภทการสอน: Lecture(ทฤษฏี),เรื่องที่น่าสนใจทางวิทยาศาสตร์สิ่งแวดล้อมมีการศึกษานอกสถานที่,นักศึกษาต้องสอบผ่านวิชาที่มี [],รองศาสตราจารย์ ดร.พรทิพย์ ศรีแดง,,,วิชาเลือกของสาขาแวดล้อมตามรายชื่อ,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109119&acadyear=2567&semester=2&avs279655917=2375
2567,2,516481-2560,เรื่องคัดเฉพาะทางวิทยาศาสตร์สิ่งแวดล้อม,9,SELECTED TOPICS IN ENVIRONMENTAL SCIENCE,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",2 (2-0-4),เรียนทั้งหมด 1 คาบดังนี้ วัน : อาทิตย์ _ เวลา : 16:40-18:25 _ ห้องเรียน : กำหนดภายหลัง _ อาคาร : 0 _ ประเภทการสอน: Lecture(ทฤษฏี),เรื่องที่น่าสนใจทางวิทยาศาสตร์สิ่งแวดล้อมมีการศึกษานอกสถานที่,นักศึกษาต้องสอบผ่านวิชาที่มี [],รองศาสตราจารย์ ดร.นัทธีรา สรรมณี,,,วิชาเลือกของสาขาแวดล้อมตามรายชื่อ,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109119&acadyear=2567&semester=2&avs279655917=2375
2567,2,516491-2560,สัมมนา,1,SEMINAR,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",1 (0-2-1),เรียนทั้งหมด 1 คาบดังนี้ วัน : เสาร์ _ เวลา : 14:50-16:35 _ ห้องเรียน : 4206 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),สัมมนาในหัวข้อที่น่าสนใจทางวิทยาศาสตร์สิ่งแวดล้อมโดยได้รับความเห็นชอบจากภาควิชา,นักศึกษาต้องสอบผ่านวิชาที่มี [],อาจารย์ ดร.สิริพร บริรักวิสิฐศักดิ์ผู้ช่วยศาสตราจารย์ ดร.อรประภา ภุมมะกาญจนะ โรแบร์รองศาสตราจารย์ ดร.พรทิพย์ ศรีแดงอาจารย์ ดร.ดาวรุ่ง สังข์ทองรองศาสตราจารย์ ดร.กนกพร สว่างแจ้งรองศาสตราจารย์ ดร.นัทธีรา สรรมณีผู้ช่วยศาสตราจารย์ ดร.นภวรรณ รัตสุขผู้ช่วยศาสตราจารย์ ดร.ดิเรกฤทธิ์ บัวเวชรองศาสตราจารย์ ดร.รัฐพล อ้นแฉ่งอาจารย์ ดร.อุมารัจน์ สันติสุขเกษมผู้ช่วยศาสตราจารย์ ดร.อังก์ศิริ ทิพยารมณ์ผู้ช่วยศาสตราจารย์ ดร.ปฏิกร ศรีภิรมย์อาจารย์ ดร.พชรพล อินทุเวศอาจารย์ ดร.พัชราพร พงษ์พัฒน์,,,วิชาบังคับของสาขาแวดล้อมตามรายชื่อ,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109121&acadyear=2567&semester=2&avs279655917=2384
2567,2,516493-2560,โครงงานวิจัย,1,RESEARCH PROJECT,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",3 (1-6-2),เรียนทั้งหมด 1 คาบดังนี้ วัน : อาทิตย์ _ เวลา : 13:00-16:35 _ ห้องเรียน : 4516 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),ศึกษาหรือวิจัยในหัวข้อที่น่าสนใจทางวิทยาศาสตร์สิ่งแวดล้อม ภายใต้การแนะนำของอาจารย์ในภาควิชา  จริยธรรมและจรรยาบรรณสำหรับนักวิทยาศาสตร์สิ่งแวดล้อม,นักศึกษาต้องสอบผ่านวิชาที่มี [],ผู้ช่วยศาสตราจารย์ ดร.อังก์ศิริ ทิพยารมณ์รองศาสตราจารย์ ดร.รัฐพล อ้นแฉ่งรองศาสตราจารย์ ดร.นัทธีรา สรรมณีรองศาสตราจารย์ ดร.กนกพร สว่างแจ้งผู้ช่วยศาสตราจารย์ ดร.นภวรรณ รัตสุขรองศาสตราจารย์ ดร.พรทิพย์ ศรีแดงผู้ช่วยศาสตราจารย์ ดร.ดิเรกฤทธิ์ บัวเวชอาจารย์ ดร.ดาวรุ่ง สังข์ทองผู้ช่วยศาสตราจารย์ ดร.อรประภา ภุมมะกาญจนะ โรแบร์อาจารย์ ดร.อุมารัจน์ สันติสุขเกษมอาจารย์ ดร.สิริพร บริรักวิสิฐศักดิ์ผู้ช่วยศาสตราจารย์ ดร.ปฏิกร ศรีภิรมย์อาจารย์ ดร.พชรพล อินทุเวศอาจารย์ ดร.พัชราพร พงษ์พัฒน์,,,วิชาบังคับของสาขาแวดล้อมตามรายชื่อ,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109122&acadyear=2567&semester=2&avs279655917=2385
2567,2,516497-2560,การฟื้นฟูสิ่งแวดล้อมอย่างยั่งยืน,1,SUSTAINABLE ENVIRONMENTAL REMEDIATION,"วิทยาศาสตร์, ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม",3 (3-0-6),เรียนทั้งหมด 1 คาบดังนี้ วัน : อังคาร _ เวลา : 09:25-12:05 _ ห้องเรียน : 4319 ว.4 _ อาคาร : วิทย์4 _ ประเภทการสอน: Lecture(ทฤษฏี),ปัญหาการปนเปื้อนในสิ่งแวดล้อม เทคโนโลยีการบำบัด การวางแผนการฟื้นฟูที่คำนึงถึงผลกระทบต่อสิ่งแวดล้อม สังคม และเศรษฐกิจ กรณีศึกษา,นักศึกษาต้องสอบผ่านวิชาที่มี [],อาจารย์ ดร.อุมารัจน์ สันติสุขเกษม,21 ม.ค. 2568 เวลา 09:00 - 12:00 อาคาร วิทย์1 ห้อง 1238 ว.1,21 มี.ค. 2568 เวลา 13:30 - 16:30 อาคาร 0 ห้อง กำหนดภายหลัง,วิชาเลือกของสาขาแวดล้อมปี4-8,https://reg3.su.ac.th/registrar/class_info_2.asp?backto=home&option=0&courseid=109125&acadyear=2567&semester=2&avs279655917=2386
